#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-03-27T20:39:24 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-03-27T20:39:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/622/A149/tablec1&-order=I&-out=RAJ2000&-out=DEJ2000&-out=Otype&-out=Jmag&-out=Hmag&-out=Ksmag&-out=Class&-out=ClassFlag&-out=SimbadName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36220149
#Name: J/A+A/622/A149
#Title: Vienna survey in Orion. III. (Grossschedl+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/622/a149	    IVOID of underlying data collection
#INFO	creator=Grossschedl J.E.	    First author or institution
#INFO	cites=bibcode:2019A&A...622A.149G	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/622/A149	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36220149	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-08-26	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_622_A149_tablec1:
#Name: J/A+A/622/A149/tablec1
#Title: Catalog of YSO candidates and rejected YSOs
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A13)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Otype	(a22)	Object Type as given in SIMBAD	[ucd=src.class]
#Column	Jmag	(F7.4)	? J magnitude from VISTA	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.4)	? H magnitude from VISTA	[ucd=phot.mag;em.IR.H]
#Column	Ksmag	(F7.4)	? Ks magnitude from VISTA	[ucd=phot.mag;em.IR.K]
#Column	Class	(A4)	YSO classification (9)	[ucd=meta.code.class]
#Column	ClassFlag	(I1)	[1/4] Flag to distinguish between candidates (10)	[ucd=meta.code]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
RAJ2000	DEJ2000	Otype	Jmag	Hmag	Ksmag	Class	ClassFlag	SimbadName
05 39 20.018	-07 26 11.485	YSO                   	       	16.9510	       	0   	1	HOPS 124
05 39 20.106	-07 26 37.056	pMS*                  	       	       	       	UD  	4	[MGM2012] 542
05 39 20.530	-07 17 30.959	pMS*                  	15.5140	14.0960	13.4010	TD  	1	[MGM2012] 610
05 39 21.163	-07 05 45.749	pMS*                  	16.4680	14.3000	13.3140	D   	1	[MGM2012] 646
05 39 22.207	-08 01 34.566	pMS*                  	17.6670	16.5420	15.6660	G   	3	[MGM2012] 389
05 39 22.328	-07 26 44.494	pMS*                  	10.4560	 9.1700	 8.1650	D   	1	[MGM2012] 540
05 39 23.629	-06 06 32.767	                      	13.9070	13.2740	13.0100	D   	2	2MASS J05392363-0606328
05 39 25.184	-06 08 59.976	                      	14.3820	13.4650	12.7310	F   	2	VISION J05392518-0609000
05 39 25.991	-08 04 06.720	YSO                   	12.8860	12.5540	11.8000	AD  	2	2MASS J05392599-0804068
05 39 27.083	-07 26 13.632	pMS*                  	15.9290	14.1070	13.2360	D   	1	[MGM2012] 548
05 39 27.354	-07 25 53.797	pMS*                  	18.5340	15.6620	14.1890	D   	1	[MGM2012] 557
05 39 28.360	-07 24 15.996	pMS*                  	15.5620	14.7750	14.2880	D   	1	[MGM2012] 570
05 39 28.606	-07 20 31.401	pMS*                  	18.0710	14.8730	12.9090	D   	1	[MGM2012] 590
05 39 30.969	-07 24 00.745	                      	       	       	       	0   	1	HOPS 408
05 39 32.329	-07 22 24.622	Orion_V*              	15.7680	14.3820	13.5270	F   	1	[MGM2012] 582
05 39 33.420	-07 22 58.267	YSO                   	       	       	18.1450	0   	1	HOPS 123
05 39 33.682	-07 23 02.143	                      	       	       	18.1340	0   	1	HOPS 121
05 39 34.307	-07 26 11.293	YSO                   	17.0240	14.2160	12.7050	F   	1	HOPS 120
05 39 35.462	-07 19 26.192	pMS*                  	17.3070	15.5320	14.4580	D   	1	[MGM2012] 600
05 39 35.484	-07 26 16.640	pMS*                  	15.2910	13.0180	11.8020	AD  	1	[MGM2012] 547
05 39 36.322	-07 43 51.138	pMS*                  	12.0690	11.1490	10.6590	D   	1	[MGM2012] 495
05 39 36.428	-07 00 58.465	pMS*                  	13.1010	12.4250	12.1410	TD  	1	[MGM2012] 694
05 39 37.762	-07 26 23.117	pMS*                  	16.2880	13.5140	12.2100	TD  	1	[MGM2012] 544
05 39 38.369	-07 51 13.031	pMS*                  	17.5670	16.2380	15.2880	G   	3	[MGM2012] 456
05 39 38.392	-07 24 24.110	pMS*                  	15.6280	13.9420	13.1030	D   	1	[MGM2012] 566
05 39 38.496	-07 24 16.985	pMS*                  	15.2340	13.4220	12.6190	D   	1	[MGM2012] 568
05 39 38.460	-07 20 24.986	pMS*                  	16.0070	13.3400	12.0080	D   	1	[MGM2012] 593
05 39 39.050	-07 20 29.042	pMS*                  	16.2890	13.4350	12.0690	AD  	1	[MGM2012] 592
05 39 40.234	-07 48 59.857	pMS*                  	15.2250	14.5680	14.2230	D   	1	[MGM2012] 472
05 39 40.520	-07 26 03.502	pMS*                  	20.3950	16.4100	14.3790	D   	1	[MGM2012] 553
05 39 42.446	-07 23 16.604	pMS*                  	16.4380	13.8780	12.5170	D   	1	[MGM2012] 576
05 39 43.399	-07 20 20.976	pMS*                  	13.8200	12.2800	11.4520	D   	1	[MGM2012] 596
05 39 44.280	-07 20 10.615	pMS*                  	14.3050	12.5610	11.7500	D   	1	[MGM2012] 598
05 39 45.129	-07 19 13.407	YSO                   	19.7510	17.4920	16.0610	I   	1	HOPS 122
05 39 45.821	-07 22 37.463	pMS*                  	14.4710	12.3440	10.6710	D   	1	WISE J053945.83-072237.4
05 39 46.040	-07 53 00.715	pMS*                  	13.7580	13.1910	12.7790	D   	1	[MGM2012] 450
05 39 46.241	-05 56 38.907	                      	13.2600	12.7030	12.3470	AD  	2	2MASS J05394624-0556390
05 39 46.955	-07 22 24.181	pMS*                  	16.9770	14.6080	13.3070	D   	1	[MGM2012] 583
05 39 48.381	-07 24 14.787	pMS*                  	16.7800	13.5330	11.4930	D   	1	[MGM2012] 571
05 39 48.594	-07 19 05.230	pMS*                  	16.5570	15.1640	14.2970	D   	1	[MGM2012] 604
05 39 49.082	-07 26 16.900	pMS*                  	       	18.3700	15.0960	D   	1	[MGM2012] 546
05 39 49.163	-07 26 36.704	pMS*                  	       	       	18.0800	AD  	1	[MGM2012] 543
05 39 50.677	-07 23 30.471	YSO                   	14.5180	12.2790	10.6240	F   	1	HOPS 119
05 39 53.508	-07 30 09.358	pMS*                  	18.6010	14.7470	12.7380	D   	1	[MGM2012] 523
05 39 53.527	-07 30 57.034	pMS*                  	       	20.5260	18.0720	fuzz	3	[MGM2012] 515
05 39 54.591	-07 24 14.797	YSO                   	15.9610	14.6870	12.6670	F   	1	HOPS 118
05 39 54.718	-07 27 43.952	pMS*                  	20.7210	15.2940	12.0970	D   	1	[MGM2012] 533
05 39 54.992	-07 30 20.006	pMS*                  	       	17.7370	14.1770	F   	1	[MGM2012] 520
05 39 55.058	-07 29 36.744	pMS*                  	18.5230	15.5640	13.8020	F   	1	[MGM2012] 526
05 39 55.332	-07 24 39.550	pMS*                  	17.9750	16.0310	14.9630	D   	1	[MGM2012] 563
05 39 55.447	-07 24 19.227	YSO                   	19.0610	16.4100	14.5220	F   	1	HOPS 117
05 39 55.935	-07 30 28.487	YSO                   	       	       	17.6680	0   	1	HOPS 288
05 39 56.170	-07 30 14.621	pMS*                  	       	       	17.1020	AD  	1	[MGM2012] 521
05 39 56.515	-07 25 51.274	YSO                   	20.2770	15.7400	13.0170	F   	1	HOPS 115
05 39 56.753	-07 30 05.843	YSO                   	19.9690	16.2930	14.3020	I   	1	HOPS 289
05 39 56.886	-07 30 23.450	YSO                   	       	       	18.1770	fuzz	3	[MGM2012] 519
05 39 57.413	-07 29 33.412	YSO                   	       	       	       	0   	1	HOPS 290
05 39 57.895	-07 25 12.803	YSO                   	19.2920	15.3450	12.9550	F   	1	HOPS 116
05 39 57.950	-07 28 57.519	YSO                   	       	17.3820	14.1610	F   	1	HOPS 291
05 39 58.101	-07 26 40.845	pMS*                  	       	18.2810	14.2560	D   	1	HOPS 113
05 39 58.109	-07 26 12.876	pMS*                  	       	       	18.3310	D   	1	[MGM2012] 549
05 39 58.713	-07 31 11.969	YSO                   	       	18.3080	14.1810	I   	1	HOPS 286
05 39 58.896	-07 25 33.382	pMS*                  	14.7090	12.5780	10.7810	D   	1	WISE J053958.90-072533.7
05 39 59.262	-07 37 33.059	pMS*                  	 9.5720	 9.1790	 9.0510	D   	1	[MGM2012] 508
05 40 01.372	-07 25 38.410	YSO                   	       	19.9460	17.4370	I   	1	HOPS 114
05 40 02.386	-07 47 12.010	YSO                   	18.5500	17.5920	16.5400	UG  	4	[MGM2012] 482
05 40 05.050	-06 29 24.618	Orion_V*              	12.1050	11.2300	10.7620	D   	2	V* V1188 Ori
05 40 05.161	-07 25 43.343	pMS*                  	17.9980	15.6070	13.2300	D   	1	[MGM2012] 559
05 40 05.187	-08 08 36.189	pMS*                  	19.4140	16.8520	15.0000	I   	1	[MGM2012] 337
05 40 05.474	-06 21 39.340	Em*                   	11.9590	11.2650	11.0320	TD  	2	Haro 4-469
05 40 05.707	-06 27 56.641	Star                  	11.3700	10.6120	10.4240	AD  	2	Haro 4-468
05 40 05.877	-07 29 32.831	YSO                   	       	19.7080	17.3690	0   	1	HOPS 285
05 40 06.145	-06 28 20.232	Flare*                	14.3060	13.8000	13.4140	D   	2	V* V897 Ori
05 40 06.256	-07 47 44.460	pMS*                  	12.9830	12.2570	12.0360	TD  	1	[MGM2012] 480
05 40 06.547	-07 23 58.584	pMS*                  	13.3200	11.6150	10.8660	D   	1	[MGM2012] 574
05 40 06.590	-07 24 01.864	pMS*                  	13.2150	11.4110	10.5540	D   	1	[MGM2012] 573
05 40 06.726	-06 16 18.915	Orion_V*              	10.8140	10.0380	 9.5710	D   	2	V* BH Ori
05 40 07.996	-07 27 41.029	pMS*                  	17.1720	14.2860	12.7010	D   	1	[MGM2012] 534
05 40 08.798	-07 27 28.096	YSO                   	18.8070	15.7340	13.9210	I   	1	HOPS 287
05 40 09.818	-07 09 54.132	Flare*                	12.7550	11.9630	11.7750	TD  	1	HOPS 126
05 40 10.362	-07 27 38.411	pMS*                  	12.8650	10.9680	 9.9640	D   	1	[MGM2012] 535
05 40 11.326	-07 09 53.646	Orion_V*              	13.4630	12.1950	11.6160	D   	2	WISE J054011.25-070953.1
05 40 11.562	-07 30 40.848	pMS*                  	13.7810	12.6180	11.9970	D   	1	[MGM2012] 517
05 40 11.767	-09 42 11.033	Rapid_Irreg_V*        	10.0170	 9.2360	 8.3710	D   	2	V* V350 Ori
05 40 12.178	-08 51 31.693	                      	12.2340	11.4090	11.0860	AD  	2	VISION J05401218-0851317
05 40 12.243	-07 27 02.678	pMS*                  	14.2860	13.3300	12.5710	D   	1	[MGM2012] 538
05 40 13.792	-07 32 15.978	pMS*                  	12.7850	11.6660	11.1000	F   	1	[MGM2012] 512
05 40 13.803	-08 26 37.878	YSO                   	13.4720	12.7290	12.3680	D   	2	2MASS J05401380-0826378
05 40 13.906	-07 19 25.512	pMS*                  	14.2390	12.8830	11.4230	F   	1	[MGM2012] 601
05 40 14.124	-07 53 46.711	pMS*                  	12.7340	11.8910	11.6770	TD  	1	[MGM2012] 443
05 40 14.942	-07 48 48.439	YSO                   	18.7860	15.8630	13.6320	I   	1	HOPS 280
05 40 15.317	-07 28 46.905	pMS*                  	13.2220	11.9530	11.2490	F   	1	[MGM2012] 530
05 40 16.825	-07 19 07.033	pMS*                  	13.0960	12.3360	11.8800	D   	1	[MGM2012] 603
05 40 17.172	-07 49 14.476	pMS*                  	12.4870	10.8450	 9.8840	D   	1	[MGM2012] 468
05 40 17.804	-07 48 25.825	YSO                   	15.9620	12.6960	10.4880	F   	1	HOPS 279
05 40 18.470	-07 49 06.592	pMS*                  	15.1800	13.3590	12.3360	D   	1	[MGM2012] 471
05 40 19.404	-08 14 16.342	pMS*                  	12.9480	11.3890	10.2150	F   	1	HOPS 260
05 40 20.311	-07 56 24.906	pMS*                  	14.7750	11.9690	10.9080	D   	1	[MGM2012] 422
05 40 20.349	-07 51 14.931	YSO                   	       	       	       	I   	1	HOPS 278
05 40 20.400	-07 25 54.058	pMS*                  	12.6710	11.8500	11.6340	TD  	1	[MGM2012] 556
05 40 20.544	-07 56 39.839	pMS*                  	12.8510	10.6780	 9.3990	F   	1	HOPS 272
05 40 20.733	-07 55 00.018	YSO                   	14.5680	11.4680	10.4160	F   	1	HOPS 274
05 40 20.950	-07 56 23.997	YSO                   	       	       	15.5400	I   	1	HOPS 273
05 40 20.892	-08 13 55.092	YSO                   	20.3060	17.7460	12.3500	F   	1	HOPS 259
05 40 20.933	-08 14 06.540	pMS*                  	       	17.1500	14.4750	I   	1	[MGM2012] 300
05 40 21.839	-08 08 55.913	pMS*                  	13.0790	11.9040	11.3940	D   	1	[MGM2012] 334
05 40 23.581	-07 40 25.274	pMS*                  	18.7690	15.9570	14.3670	D   	1	[MGM2012] 501
05 40 24.020	-07 24 28.117	pMS*                  	       	19.7890	16.9420	fuzz	3	[MGM2012] 565
05 40 24.654	-07 43 08.237	YSO                   	18.6310	15.8890	13.1210	I   	1	HOPS 281
05 40 24.968	-07 55 35.291	pMS*                  	12.4460	11.3670	10.6580	D   	1	WISE J054024.96-075535.2
05 40 24.967	-08 07 33.214	Orion_V*              	10.5690	 9.6300	 8.9170	D   	1	[MGM2012] 350
05 40 25.122	-08 54 21.281	pMS*                  	15.1240	12.7710	11.4360	D   	1	[MGM2012] 185
05 40 25.357	-07 58 32.647	pMS*                  	16.6620	15.2990	14.5290	D   	1	[MGM2012] 409
05 40 25.646	-07 05 37.204	Orion_V*              	12.8090	11.9020	11.4840	D   	2	WISE J054025.64-070537.2
05 40 25.745	-08 11 16.794	pMS*                  	13.3120	12.0910	11.7970	D   	1	[MGM2012] 313
05 40 25.727	-08 46 52.107	YSO                   	18.5480	17.0720	15.9600	G   	3	[MGM2012] 200
05 40 26.088	-07 37 32.006	YSO                   	       	       	18.0650	I   	1	HOPS 282
05 40 26.266	-07 57 13.917	pMS*                  	18.0800	16.0830	14.7990	TD  	1	[MGM2012] 415
05 40 27.140	-08 07 36.519	pMS*                  	12.9440	12.4660	11.3330	D   	1	[MGM2012] 348
05 40 27.449	-07 27 30.037	FUOr                  	       	       	 9.6940	I   	1	[MGM2012] 536
05 40 27.820	-07 39 49.553	pMS*                  	17.1700	14.6990	13.3090	D   	1	[MGM2012] 502
05 40 27.836	-07 55 36.415	pMS*                  	14.0650	12.5490	11.3920	D   	1	[MGM2012] 428
05 40 27.850	-06 36 55.414	                      	14.2470	13.1910	12.6980	D   	2	2MASS J05402785-0636554
05 40 28.556	-08 32 55.188	                      	20.2980	19.1990	16.8920	F   	1	HOPS 231
05 40 29.431	-09 28 07.494	YSO                   	17.0610	16.4410	16.2500	UD  	4	[MGM2012] 122
05 40 29.458	-09 17 03.661	pMS*                  	14.2790	12.5020	11.2400	F   	1	[MGM2012] 148
05 40 30.198	-07 06 44.831	Em*                   	13.1730	12.5600	12.1080	D   	2	Haro 4-479
05 40 30.366	-09 35 53.386	pMS*                  	13.1580	12.3040	11.9350	TD  	1	[MGM2012] 107
05 40 30.577	-09 05 55.745	pMS*                  	17.3500	15.3570	14.2050	D   	1	[MGM2012] 165
05 40 30.962	-09 20 15.599	pMS*                  	14.3780	13.4210	12.9930	D   	1	[MGM2012] 139
05 40 31.292	-07 37 01.197	pMS*                  	15.0560	12.7910	11.1200	D   	1	[MGM2012] 510
05 40 32.094	-08 08 30.310	pMS*                  	16.0300	15.2690	14.8190	D   	1	[MGM2012] 338
05 40 33.181	-07 37 43.733	pMS*                  	20.4200	18.2920	16.4600	D   	1	[MGM2012] 507
05 40 33.662	-08 17 43.466	pMS*                  	14.9820	13.1310	12.1000	D   	1	[MGM2012] 284
05 40 35.665	-07 39 46.817	pMS*                  	14.6740	12.7340	11.8040	D   	1	[MGM2012] 503
05 40 35.730	-09 22 44.377	pMS*                  	15.5650	12.7410	10.6700	D   	1	[MGM2012] 130
05 40 35.863	-07 50 09.447	pMS*                  	18.7730	16.8510	15.6240	D   	1	[MGM2012] 459
05 40 36.332	-07 49 06.985	YSO                   	18.3820	16.3820	15.2530	I   	1	HOPS 275
05 40 36.885	-08 53 48.087	pMS*                  	 9.9810	 9.8270	 9.7390	TD  	1	[MGM2012] 186
05 40 37.363	-08 04 02.999	Orion_V*              	 9.7410	 8.7320	 7.9330	F   	1	[MGM2012] 383
05 40 37.376	-09 20 30.936	pMS*                  	12.4650	10.9810	10.0360	D   	1	[MGM2012] 137
05 40 37.376	-07 39 36.384	pMS*                  	15.4170	13.8890	12.6430	D   	1	[MGM2012] 504
05 40 38.361	-08 00 35.950	YSO                   	20.5470	17.0930	14.6780	I   	1	HOPS 268
05 40 38.478	-07 47 47.007	pMS*                  	16.7630	13.4290	11.4170	D   	1	[MGM2012] 479
05 40 38.528	-07 49 08.909	pMS*                  	17.2710	14.4540	13.0670	D   	1	[MGM2012] 469
05 40 39.340	-06 29 23.141	                      	13.9940	13.4110	12.2570	D   	2	2MASS J05403934-0629231
05 40 40.052	-06 31 49.947	Orion_V*              	11.7640	10.8830	10.3360	D   	2	V* V1189 Ori
05 40 40.554	-07 54 39.466	YSO                   	       	20.5130	17.7840	I   	1	HOPS 270
05 40 41.007	-08 02 18.595	pMS*                  	13.2870	11.7860	10.8470	D   	1	[MGM2012] 387
05 40 41.243	-07 44 56.932	pMS*                  	16.3300	14.8530	14.0280	D   	1	[MGM2012] 490
05 40 41.440	-09 36 26.056	pMS*                  	12.4930	11.6730	11.4520	D   	1	[MGM2012] 106
05 40 42.011	-08 52 18.407	pMS*                  	14.0700	12.9880	12.4830	D   	1	[MGM2012] 190
05 40 42.145	-09 17 14.742	pMS*                  	16.8380	16.1650	16.0870	TD  	1	[MGM2012] 147
05 40 42.929	-07 45 01.971	YSO                   	17.9020	15.7440	14.2740	I   	1	HOPS 276
05 40 43.040	-09 37 06.871	pMS*                  	14.3760	13.7090	13.3590	D   	1	[MGM2012] 104
05 40 43.580	-07 48 47.596	pMS*                  	17.9590	14.2400	11.9980	D   	1	[MGM2012] 474
05 40 43.974	-07 49 30.158	YSO                   	       	18.5560	16.6410	I   	1	HOPS 271
05 40 44.019	-07 22 42.716	YSO                   	17.5470	16.8820	15.9000	UG  	4	HOPS 112
05 40 44.174	-07 45 09.611	pMS*                  	13.0450	11.3740	10.5680	D   	1	[MGM2012] 488
05 40 44.178	-08 07 34.942	pMS*                  	12.9290	11.3950	10.5180	D   	1	[MGM2012] 349
05 40 44.244	-07 44 43.463	pMS*                  	15.1770	13.4850	12.6740	D   	1	[MGM2012] 491
05 40 44.381	-07 44 16.680	pMS*                  	15.5080	13.9170	12.8210	D   	1	HOPS 277
05 40 44.669	-07 29 54.419	pMS*                  	12.4510	11.2420	10.5370	F   	1	HOPS 283
05 40 45.043	-08 06 39.616	pMS*                  	18.4520	16.9840	15.8570	D   	1	[MGM2012] 355
05 40 45.115	-07 22 25.020	Orion_V*              	11.7440	10.4990	 9.5010	D   	1	[MGM2012] 581
05 40 45.297	-08 06 41.790	YSO                   	20.4330	18.2960	16.6940	0   	1	HOPS 256
05 40 45.936	-09 20 09.845	pMS*                  	15.1230	13.8230	13.1630	D   	1	[MGM2012] 140
05 40 46.221	-08 05 24.309	pMS*                  	10.1580	 9.2240	 8.5880	D   	1	[MGM2012] 371
05 40 46.401	-08 04 36.087	YSO                   	10.3570	 9.3880	 9.1010	TD  	2	2MASS J05404640-0804361
05 40 46.618	-08 07 12.805	pMS*                  	11.9280	10.2030	 9.3330	TD  	1	[MGM2012] 351
05 40 46.840	-08 04 54.605	pMS*                  	12.3440	11.0960	10.4480	D   	1	[MGM2012] 376
05 40 47.103	-08 09 47.832	YSO                   	       	       	17.4490	I   	1	HOPS 246
05 40 47.856	-08 51 04.654	pMS*                  	15.0010	13.7550	13.0710	D   	1	[MGM2012] 193
05 40 48.065	-08 05 58.653	pMS*                  	 9.9140	 9.1400	 8.7510	D   	1	[MGM2012] 364
05 40 48.080	-08 50 44.289	pMS*                  	14.1880	13.0040	12.2680	TD  	1	[MGM2012] 194
05 40 48.538	-08 11 08.904	pMS*                  	13.5340	11.8770	10.8400	F   	1	HOPS 242
05 40 48.514	-09 23 46.787	pMS*                  	11.6230	10.5030	10.0730	D   	1	[MGM2012] 127
05 40 48.857	-08 06 57.131	YSO                   	18.4520	15.9590	14.1270	0   	1	WISE J054048.85-080657.2
05 40 48.882	-08 51 15.256	pMS*                  	11.9030	10.8030	10.2830	D   	1	[MGM2012] 192
05 40 48.985	-08 33 21.351	YSO                   	19.1380	17.3800	16.0500	UG  	4	[MGM2012] 266
05 40 49.234	-08 51 21.808	pMS*                  	12.1640	11.0050	10.3860	D   	1	[MGM2012] 191
05 40 49.316	-07 46 32.707	pMS*                  	14.1110	12.4720	11.9220	TD  	1	[MGM2012] 485
05 40 49.381	-07 57 37.880	pMS*                  	18.5680	16.2400	14.8670	F   	1	[MGM2012] 414
05 40 49.474	-09 20 26.466	Candidate_YSO         	18.5820	17.3700	15.8160	UD  	4	[MGM2012] 138
05 40 49.914	-08 06 08.282	YSO                   	       	13.4010	11.1500	F   	1	HOPS 252
05 40 49.944	-08 05 58.782	pMS*                  	       	18.8120	14.6530	D   	1	[MGM2012] 363
05 40 49.998	-08 56 39.682	pMS*                  	19.2490	18.5840	16.7860	fuzz	3	[MGM2012] 181
05 40 50.041	-08 05 55.115	pMS*                  	       	18.0300	14.4930	D   	1	[MGM2012] 366
05 40 50.580	-08 05 48.674	pMS*                  	19.1410	14.4010	11.5910	D   	1	WISE J054050.57-080548.8
05 40 51.085	-09 06 23.292	YSO                   	17.7800	15.7060	14.4520	I   	1	[MGM2012] 163
05 40 52.024	-09 28 09.357	pMS*                  	14.9080	14.0180	13.4400	D   	1	[MGM2012] 121
05 40 52.439	-09 27 26.630	pMS*                  	13.7670	12.7120	12.2040	D   	1	[MGM2012] 123
05 40 52.545	-09 34 39.264	pMS*                  	13.3440	12.5440	12.2230	D   	1	[MGM2012] 109
05 40 52.797	-09 32 10.725	pMS*                  	14.8860	14.1580	13.7720	D   	1	[MGM2012] 114
05 40 52.816	-08 50 35.450	pMS*                  	15.1450	13.6840	13.0120	D   	1	[MGM2012] 195
05 40 52.867	-08 05 48.731	YSO                   	       	17.5870	14.6850	F   	1	HOPS 249
05 40 53.359	-09 14 02.683	                      	10.3490	 9.5580	 9.2530	AD  	2	UCAC4 404-009986
05 40 53.672	-08 04 23.407	pMS*                  	17.0650	15.2380	14.2630	D   	1	[MGM2012] 380
05 40 53.878	-09 06 04.254	pMS*                  	12.2560	10.3390	 9.0590	D   	1	WISE J054053.88-090604.3
05 40 54.017	-08 05 13.013	YSO                   	18.3740	15.1050	13.1060	F   	1	HOPS 251
05 40 54.251	-07 31 48.209	pMS*                  	15.9330	15.0030	14.4210	D   	1	[MGM2012] 513
05 40 56.525	-08 09 29.783	pMS*                  	19.5240	18.9630	17.4620	fuzz	3	[MGM2012] 327
05 40 57.490	-07 48 08.747	pMS*                  	12.9050	11.1610	10.1870	D   	1	[MGM2012] 477
05 40 57.468	-09 20 31.497	pMS*                  	14.7850	13.7870	12.9300	D   	1	[MGM2012] 136
05 40 57.589	-09 05 49.985	pMS*                  	16.9760	15.6660	14.6950	D   	1	[MGM2012] 166
05 40 58.234	-09 45 06.551	pMS*                  	12.6990	11.4850	10.4670	D   	1	[MGM2012] 94
05 40 58.393	-09 13 49.603	pMS*                  	14.6620	13.4130	12.7380	D   	1	[MGM2012] 152
05 40 58.506	-08 05 35.083	                      	       	       	       	0   	1	HOPS 405
05 40 58.677	-09 18 07.321	pMS*                  	12.0370	11.0080	10.6150	D   	1	[MGM2012] 145
05 40 58.742	-09 22 37.692	pMS*                  	13.0910	11.7670	11.3020	D   	1	[MGM2012] 131
05 40 58.893	-07 48 01.415	pMS*                  	15.2450	13.1480	11.8230	D   	1	HOPS 293
05 40 59.113	-08 00 14.136	YSO                   	17.3070	15.4890	14.2840	F   	1	HOPS 264
05 40 59.164	-09 19 47.502	pMS*                  	12.4110	11.2760	10.8340	D   	1	[MGM2012] 141
05 42 14.003	-09 56 18.665	pMS*                  	14.6680	12.5800	11.1190	F   	2	VISION J05421400-0956187
05 40 59.751	-08 06 03.058	pMS*                  	13.3270	12.4810	12.0730	D   	1	WISE J054059.74-080603.2
05 40 59.835	-07 43 14.478	pMS*                  	14.6990	14.0640	13.6420	D   	1	[MGM2012] 497
05 40 59.917	-07 48 16.060	pMS*                  	13.9750	12.6610	12.0340	D   	1	[MGM2012] 476
05 41 01.662	-08 06 44.780	YSO                   	       	       	       	0   	1	HOPS 243
05 41 01.971	-09 23 53.794	pMS*                  	14.2020	13.2020	12.7390	D   	1	[MGM2012] 126
05 41 02.010	-08 06 01.903	YSO                   	17.4940	14.6060	13.1180	I   	1	HOPS 244
05 41 02.714	-09 12 28.972	pMS*                  	12.7030	11.5950	10.8600	D   	1	[MGM2012] 154
05 41 03.252	-09 36 51.663	pMS*                  	10.6920	 9.7150	 9.1020	D   	1	WISE J054103.24-093651.7
05 41 03.934	-09 32 21.511	pMS*                  	13.9650	13.1450	12.7580	D   	1	[MGM2012] 112
05 41 04.083	-07 43 38.486	pMS*                  	13.2910	12.1760	11.6460	D   	1	[MGM2012] 496
05 41 04.130	-09 23 19.447	Orion_V*              	13.4970	13.0330	12.6370	I   	1	[MGM2012] 129
05 41 04.629	-07 45 40.305	pMS*                  	11.6340	10.6680	10.3020	TD  	1	[MGM2012] 487
05 41 05.487	-07 47 07.468	pMS*                  	12.6510	11.2300	10.2640	D   	1	WISE J054105.48-074707.5
05 41 05.503	-09 18 43.072	pMS*                  	14.2280	13.2840	12.4560	D   	1	[MGM2012] 144
05 41 05.521	-09 18 48.199	pMS*                  	11.4500	10.5010	 9.9960	D   	1	[MGM2012] 143
05 41 06.220	-08 44 05.611	pMS*                  	15.6850	14.2100	13.4250	TD  	1	[MGM2012] 208
05 41 06.738	-09 19 11.068	pMS*                  	15.9870	15.0750	14.5270	star	3	[MGM2012] 142
05 41 07.000	-07 47 15.948	pMS*                  	13.5410	12.9580	12.5840	TD  	1	[MGM2012] 481
05 41 07.081	-07 46 22.485	pMS*                  	13.4020	12.4930	12.0340	D   	1	[MGM2012] 486
05 41 09.139	-09 32 14.422	pMS*                  	14.0470	13.1630	12.7380	D   	1	[MGM2012] 113
05 41 09.160	-09 14 04.514	pMS*                  	13.2390	11.9140	11.5520	TD  	1	[MGM2012] 151
05 41 09.214	-08 05 07.653	pMS*                  	18.3060	16.6770	15.5450	D   	1	[MGM2012] 374
05 41 10.039	-09 29 40.781	pMS*                  	14.3110	13.4850	13.0030	D   	1	[MGM2012] 119
05 41 10.135	-09 15 54.827	pMS*                  	12.6470	11.5680	11.0120	D   	1	[MGM2012] 149
05 41 10.946	-09 21 11.481	pMS*                  	14.4500	13.5970	13.1080	D   	1	[MGM2012] 134
